Brand,Product,Variant Scope,Affected Variants,Current Category,Current Weight(s),Corrected Ship Class,Rec L,Rec W,Rec H,Recommended Site Weight,Delta Min,Delta Max,Match Source,Confidence,Action,Reason
🟢 Nissan,Nissan Skyline GTR R32 Pandem Style Race Car variant Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline GTR R32 Pandem Style Race Car variant Body Kit,Front Fender / Fiberglass (FRP); Front Fender / Forged Carbon; Front Fender / Gloss Carbon; Front Fender / Kevlar; Front Fender / Matte Carbon,5,Front Fender,78,Front Fender,148.0,76.0,34.0,77.0,-1.0,-1.0,Exact vehicle + part P75,Medium,KEEP,Matched R32-FF cleaned historical cartons.
🟢 Nissan,Nissan Skyline GTR R32 Pandem Style Race Car variant Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline GTR R32 Pandem Style Race Car variant Body Kit,Rear Bumper / Fiberglass (FRP); Rear Bumper / Forged Carbon; Rear Bumper / Gloss Carbon; Rear Bumper / Kevlar; Rear Bumper / Matte Carbon,5,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline GTR R32 Pandem Style Race Car variant Body Kit,Rear Fender Panel / Fiberglass (FRP); Rear Fender Panel / Forged Carbon; Rear Fender Panel / Gloss Carbon; Rear Fender Panel / Kevlar; Rear Fender Panel / Matte Carbon,5,Rear Fender,62,Rear Fender,,,,62.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline GTR R32 Pandem Style Race Car variant Body Kit,Side Skirt / Fiberglass (FRP); Side Skirt / Forged Carbon; Side Skirt / Gloss Carbon; Side Skirt / Kevlar; Side Skirt / Matte Carbon,5,Side Skirts,37,Side Skirts,201.0,37.0,26.0,39.0,2.0,2.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R32-SS cleaned historical cartons.
🟢 Nissan,Nissan Skyline GTR R32 Pandem Style Race Car variant Body Kit,Spoiler / Fiberglass (FRP); Spoiler / Forged Carbon; Spoiler / Gloss Carbon; Spoiler / Kevlar; Spoiler / Matte Carbon; Spoiler Legs / Forged Carbon; …,9,Spoiler/Wing,30,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,0.0,0.0,Cleaned category P75,High,KEEP,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🟢 Nissan,Nissan Skyline GTR R32 Rocket Dancer Style Body Kit,All variants,1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R32 & BNR32 GTR Carbon Fiber Ganador Style Full Carbon Fiber Electric Side Mirrors,All variants,5,Mirror Cover,6,Mirror Cover,,,,6.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟢 Nissan,Nissan Skyline R32 GTR ABF Carbon Fiber Lip,All variants,1,Accessory,46,Accessory,,,,46.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟢 Nissan,Nissan Skyline R32 GTR ABF Style Carbon Fiber Lip,All variants,4,Accessory,46,Accessory,,,,46.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟢 Nissan,Nissan Skyline R32 GTR NS Full Carbon Fiber Bonnet/Hood Lip,All variants,4,Hood,98,Hood,161.0,151.0,20.0,98.0,0.0,0.0,Established ETi hood tier,Established,KEEP,Retain the established ETi large hood tier.
🟢 Nissan,Nissan Skyline R32 GTR OEM-Style Carbon Fiber Radio Surround Panel,All variants,1,Accessory,4,Accessory,,,,4.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟢 Nissan,Nissan Skyline R32 GTR Pandem Style Kit,Front Fender / Fiberglass (FRP); Front Fender / Forged Carbon; Front Fender / Gloss Carbon; Front Fender / Kevlar; Front Fender / Matte Carbon,5,Front Fender,78,Front Fender,148.0,76.0,34.0,77.0,-1.0,-1.0,Exact vehicle + part P75,Medium,KEEP,Matched R32-FF cleaned historical cartons.
🟢 Nissan,Nissan Skyline R32 GTR Pandem Style Kit,Complete Body Kit / Fiberglass (FRP); Complete Body Kit / Forged Carbon; Complete Body Kit / Gloss Carbon; Complete Body Kit / Kevlar; Complete Body Kit / Matte Carbon,5,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R32 GTR Pandem Style Kit,Rear Bumper Apron / Fiberglass (FRP); Rear Bumper Apron / Forged Carbon; Rear Bumper Apron / Gloss Carbon; Rear Bumper Apron / Kevlar; Rear Bumper Apron / Matte Carbon,5,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R32 GTR Pandem Style Kit,Rear Fender / Fiberglass (FRP); Rear Fender / Forged Carbon; Rear Fender / Gloss Carbon; Rear Fender / Kevlar; Rear Fender / Matte Carbon,5,Rear Fender,62,Rear Fender,,,,62.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline R32 GTR Pandem Style Kit,Side Skirts / Fiberglass (FRP); Side Skirts / Forged Carbon; Side Skirts / Gloss Carbon; Side Skirts / Kevlar; Side Skirts / Matte Carbon,5,Side Skirts,37,Side Skirts,201.0,37.0,26.0,39.0,2.0,2.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R32-SS cleaned historical cartons.
🟢 Nissan,Nissan Skyline R32 GTR TS Carbon Fiber Rear Diffuser Type 2 w/ Metal Fitting Accessories,All variants,4,Rear Diffuser,48,Rear Diffuser,151.0,51.0,21.0,33.0,-15.0,-15.0,Cleaned category P75,Low,UPDATE SITE,Cleaned P75; full diffusers only. Representative carton: B-987-DIF-EPAGT / OD-0018908.
🟢 Nissan,Nissan Skyline R32 GTR/GTS OEM Style Carbon Fiber Rear Spoiler,All variants,5,Spoiler/Wing,30,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,0.0,0.0,Cleaned category P75,High,KEEP,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🟢 Nissan,Nissan Skyline R32 GTS OEM Style Carbon Fiber Front Fenders,All variants,5,Front Fender,78,Front Fender,148.0,76.0,34.0,77.0,-1.0,-1.0,Exact vehicle + part P75,Medium,KEEP,Matched R32-FF cleaned historical cartons.
🟢 Nissan,Nissan Skyline R33 400R Style Body Kit,Complete Body Kit / Fiberglass (FRP); Default Title / Fiberglass (FRP); Default Title / Forged Carbon; Default Title / Gloss Carbon; Default Title / Kevlar; Default Title / Matte Carbon,6,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R33 BN-Sports Style Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R33 BN-Sports Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R33 BN-Sports Style Body Kit,Rear Bumper / Fiberglass (FRP); Rear Bumper / Forged Carbon; Rear Bumper / Gloss Carbon; Rear Bumper / Kevlar; Rear Bumper / Matte Carbon,5,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R33 GTR 400R Style CF/DryCarbon Hood,All variants,4,Hood,98,Hood,161.0,151.0,20.0,98.0,0.0,0.0,Established ETi hood tier,Established,KEEP,Retain the established ETi large hood tier.
🟢 Nissan,Nissan Skyline R34 Add-On GTR Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R34 C-West Style Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R34 C-West Style Body Kit,Front Fender / Fiberglass (FRP); Front Fender / Forged Carbon; Front Fender / Gloss Carbon; Front Fender / Kevlar; Front Fender / Matte Carbon,5,Front Fender,78,Front Fender,,,,78.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline R34 C-West Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R34 C-West Style Body Kit,Rear Bumper / Fiberglass (FRP); Rear Bumper / Forged Carbon; Rear Bumper / Gloss Carbon; Rear Bumper / Kevlar; Rear Bumper / Matte Carbon,5,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R34 C-West Style GTR Body Kit,All variants,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R34 GTR OEM Style Body Kit,All variants,5,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R34 GTR Z Tune Style CF/DryCarbon Vented Hood,All variants,4,Hood,98,Hood,161.0,151.0,20.0,98.0,0.0,0.0,Established ETi hood tier,Established,KEEP,Retain the established ETi large hood tier.
🟢 Nissan,Nissan Skyline R34 OEM Style Carbon Fiber Trunk,All variants,4,Trunk/Boot,88,Trunk / Boot,148.0,88.0,33.0,86.0,-2.0,-2.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R34-TRUNK cleaned historical cartons.
🟢 Nissan,Nissan Skyline R34 Sunline Style Body Kit,Front Fender / Fiberglass (FRP); Front Fender / Forged Carbon; Front Fender / Gloss Carbon; Front Fender / Kevlar; Front Fender / Matte Carbon,5,Front Fender,78,Front Fender,,,,78.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline R34 Sunline Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 Amuse Style Body Kit,Complete Body Kit / Fiberglass (FRP); Default Title / Fiberglass (FRP); Default Title / Forged Carbon; Default Title / Gloss Carbon; Default Title / Kevlar; Default Title / Matte Carbon,6,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 Amuse Style Body Kit,Rear Spoiler / Fiberglass (FRP); Rear Spoiler / Forged Carbon; Rear Spoiler / Gloss Carbon; Rear Spoiler / Kevlar; Rear Spoiler / Matte Carbon,5,Spoiler/Wing,30,Standard Spoiler / Wing,137.0,45.0,13.0,17.0,-13.0,-13.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-RS cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 Auto Select Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 BenSopra Style Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 BenSopra Style Body Kit,Front Fender / Fiberglass (FRP); Front Fender / Forged Carbon; Front Fender / Gloss Carbon; Front Fender / Kevlar; Front Fender / Matte Carbon,5,Front Fender,78,Front Fender,152.0,62.0,26.0,50.0,-28.0,-28.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-FF cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 BenSopra Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 BenSopra Style Body Kit,Hood / Fiberglass (FRP); Hood / Forged Carbon; Hood / Gloss Carbon; Hood / Kevlar; Hood / Matte Carbon,5,Hood,98,Hood,161.0,151.0,20.0,98.0,0.0,0.0,Established ETi hood tier,Established,KEEP,Retain the established ETi large hood tier.
🟢 Nissan,Nissan Skyline R35 BenSopra Style Body Kit,Rear Bumper / Fiberglass (FRP); Rear Bumper / Forged Carbon; Rear Bumper / Gloss Carbon; Rear Bumper / Kevlar; Rear Bumper / Matte Carbon,5,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 BenSopra Style Body Kit,Rear Fender / Fiberglass (FRP); Rear Fender / Forged Carbon; Rear Fender / Gloss Carbon; Rear Fender / Kevlar; Rear Fender / Matte Carbon,5,Rear Fender,62,Rear Fender,,,,62.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline R35 BenSopra Style Body Kit,Side Skirt / Fiberglass (FRP); Side Skirt / Forged Carbon; Side Skirt / Gloss Carbon,3,Side Skirts,37,Side Skirts,215.0,27.0,18.0,21.0,-16.0,-16.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-SS cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 GTR OEM Style Trunk,All variants,5,Trunk/Boot,88,Trunk / Boot,,,,88.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline R35 MC Nismo Style 2017 Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 MC Nismo Style 2017 Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 MC Nismo Style 2017 Body Kit,Rear Bumper / Fiberglass (FRP); Rear Bumper / Forged Carbon; Rear Bumper / Gloss Carbon; Rear Bumper / Kevlar; Rear Bumper / Matte Carbon; Rear Bumper CB / Fiberglass (FRP); …,10,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 MC Nismo Style 2017 Body Kit,Side Skirt / Fiberglass (FRP); Side Skirt / Forged Carbon; Side Skirt / Gloss Carbon; Side Skirt / Kevlar; Side Skirt / Matte Carbon,5,Side Skirts,37,Side Skirts,215.0,27.0,18.0,21.0,-16.0,-16.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-SS cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 MC Pandem Style Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 MC Pandem Style Body Kit,Front Fender / Fiberglass (FRP); Front Fender / Forged Carbon; Front Fender / Gloss Carbon; Front Fender / Kevlar; Front Fender / Matte Carbon,5,Front Fender,78,Front Fender,152.0,62.0,26.0,50.0,-28.0,-28.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-FF cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 MC Pandem Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 MC Pandem Style Body Kit,Rear Fender / Fiberglass (FRP); Rear Fender / Forged Carbon; Rear Fender / Gloss Carbon; Rear Fender / Kevlar; Rear Fender / Matte Carbon,5,Rear Fender,62,Rear Fender,,,,62.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline R35 MC Tommykaira Style Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 MC Tommykaira Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 MC Veilside Style Body Kit,All variants,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 Mine's Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 Nismo Style Body Kit,All variants,5,Mirror Cover,6,Mirror Cover,,,,6.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟢 Nissan,Nissan Skyline R35 OEM Style Body Kit,All variants,5,Spoiler/Wing,30,Standard Spoiler / Wing,137.0,45.0,13.0,17.0,-13.0,-13.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-RS cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 OEM Style Carbon Fiber Trunk,All variants,4,Trunk/Boot,88,Trunk / Boot,,,,88.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🟢 Nissan,Nissan Skyline R35 Password JDM Style Body Kit,All variants,5,Small Panel,15,Cooling Panel,132.0,32.0,14.0,12.0,-3.0,-3.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-CP cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 ZELE Style Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,170,Front Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🟢 Nissan,Nissan Skyline R35 ZELE Style Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,220,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🟢 Nissan,Nissan Skyline R35 ZELE Style Body Kit,Hood / Fiberglass (FRP); Hood / Forged Carbon; Hood / Gloss Carbon; Hood / Kevlar; Hood / Matte Carbon,5,Hood,98,Hood,161.0,151.0,20.0,98.0,0.0,0.0,Established ETi hood tier,Established,KEEP,Retain the established ETi large hood tier.
🟢 Nissan,Nissan Skyline R35 ZELE Style Body Kit,Side Skirt / Fiberglass (FRP); Side Skirt / Forged Carbon; Side Skirt / Gloss Carbon; Side Skirt / Kevlar; Side Skirt / Matte Carbon,5,Side Skirts,37,Side Skirts,215.0,27.0,18.0,21.0,-16.0,-16.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-SS cleaned historical cartons.
🟢 Nissan,Nissan Skyline R35 ZELE Style Body Kit,Rear Spoiler / Fiberglass (FRP); Rear Spoiler / Forged Carbon; Rear Spoiler / Gloss Carbon; Rear Spoiler / Kevlar; Rear Spoiler / Matte Carbon,5,Spoiler/Wing,30,Standard Spoiler / Wing,137.0,45.0,13.0,17.0,-13.0,-13.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched R35-RS cleaned historical cartons.
🟢 Nissan,Nissan Tiida 5D OEM Style Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🟣 Mazda,ETi Aluminum Performance Radiator – Mazda 2 (2007-2024),All variants,1,Small Panel,10,Small Panel,,,,10.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda 2 (4/5Dr) OEM Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🟣 Mazda,ETi Mazda 3 (4Dr) ETi Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🟣 Mazda,ETi Mazda 3 (4Dr) OEM Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🟣 Mazda,ETi Mazda 3 (5Dr) ETi Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🟣 Mazda,ETi Mazda 3 (5Dr) OEM Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🟣 Mazda,ETi Mazda 3 Carbon Fiber Hood,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Center Console,All variants,8,Interior Console,10,Interior Console,,,,10.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Cowl Panel,All variants,8,Accessory,10,Accessory,,,,10.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Door Cards (RHD),All variants,4,Door Card,38,Door Card,,,,38.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Door Handles,All variants,8,Door,51,Accessory,,,,51.0,0.0,0.0,Retain current actual/manual weight,Existing,UPDATE SITE,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Doors,All variants,5,Door,51,Door,133.0,54.0,24.0,35.0,-16.0,-16.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched FD3S-DOOR cleaned historical cartons.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Ganador Style Side Mirrors,All variants,2,Mirror Cover,6,Mirror Cover,,,,6.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Rear Strut Bar Cover,All variants,5,Accessory,10,Accessory,,,,10.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Carbon Fiber Tonneau Cover,All variants,4,Accessory,10,Accessory,,,,10.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Full LHD Interior Kit (Complete Set),All variants,4,Accessory,110,Accessory,,,,110.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) IC7 Digital Dash Display Mount,All variants,8,Interior Dash,12,Interior Dash,,,,12.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) R-Magic Style Headlights,All variants,4,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🟣 Mazda,ETi Mazda RX-7 (FD3S) Titanium Wheel Studs 55mm,All variants,4,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
